,movieNm,actor1,audiCntAmt
1886,썬더일레븐 극장판 : 최강군단 오우거의 습격,안현서,123462
1887,썬더일레븐 극장판 : 최강군단 오우거의 습격,타케우치 준코,123462
1888,"서서평, 천천히 평온하게",윤안나,123344
1889,"서서평, 천천히 평온하게",강다연,123344
1890,"서서평, 천천히 평온하게",안은새,123344
1891,똥파리,김꽃비,123029
1892,똥파리,이환,123029
1893,똥파리,양익준,123029
1894,사다코 3D : 죽음의 동영상,야마모토 유스케,122382
1895,사다코 3D : 죽음의 동영상,이시하라 사토미,122382
1896,미라클 벨리에,프랑소아 다미앙,122211
1897,미라클 벨리에,로앤 에머라,122211
1898,미라클 벨리에,카렝 비야,122211
1899,라스트 위치 헌터,로즈 레슬리,122039
1900,마법천자문: 대마왕의 부활을 막아라,인한국,121572
1901,마법천자문: 대마왕의 부활을 막아라,윤소라,121572
1902,마법천자문: 대마왕의 부활을 막아라,박현,121572
1903,리미트리스,애비 코니시,121538
1904,헤이트풀8,제니퍼 제이슨 리,121288
1905,데스 디파잉:어느 마술사의 사랑,캐서린 제타-존스,120869
1906,극장판 소드 아트 온라인 -오디널 스케일-,마츠오카 요시츠구,120667
1907,극장판 소드 아트 온라인 -오디널 스케일-,이토 카나에,120667
1908,아티스트,베레니스 베조,120634
1909,아티스트,장 뒤자르댕,120634
1910,리틀 비버,브누아 브리에르,120364
1911,리틀 비버,유재석,120364
1912,리틀 비버,김동현,120364
1913,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,강희선,119197
1914,파리로 가는 길,아르노 비야르,119171
1915,킹 오브 프리즘 - 프라이드 더 히어로,이원찬,119135
1916,겟 썸,캠 지갠뎃,119124
1917,겟 썸,숀 패리스,119124
1918,마이 시스터즈 키퍼,소피아 바실리에바,118939
1919,여교사,이원근,118621
1920,여교사,유인영,118621
1921,미운 오리 새끼의 모험,모건 C.존스,118068
1922,미운 오리 새끼의 모험,저스틴 그렉,118068
1923,나는 갈매기,조성우,117977
1924,나는 갈매기,조규철,117977
1925,나는 갈매기,손경구,117977
1926,우먼 인 블랙,자넷 맥티어,117226
1927,우먼 인 블랙,시아란 힌즈,117226
1928,구세주 2,이영은,117006
1929,구세주 2,송창용,117006
1930,데블,제니 오하라,116403
1931,데블,로건 마샬-그린,116403
1932,데블,크리스 메시나,116403
1933,존 윅,애드리앤 팰리키,116402
1934,내가 숨쉬는 공기,앤디 가르시아,115924
1935,내가 숨쉬는 공기,케빈 베이컨,115924
1936,하이 레인,니콜라스 지로드,115736
1937,하이 레인,파니 발렛,115736
1938,로맨틱 크라운,구구 바샤-로,114888
1939,로맨틱 크라운,윌머 발데라마,114888
1940,쏘우 3D,벳시 러셀,114034
1941,극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,심형탁,113404
1942,배우는 배우다,강신효,112029
1943,파워레인저매직포스&트레저포스,마츠모토 히로야,111740
1944,파워레인저매직포스&트레저포스,하시모토 아츠시,111740
1945,직쏘,칼럼 키스 레니,111506
1946,직쏘,클레 베넷,111506
1947,라 비 앙 로즈,장 피에르 마틴,111249
1948,러브 앤 프렌즈,케이트 허드슨,110795
1949,극장판 파워레인저: 캡틴포스 VS 미라클포스 199 히어로 대결전,치바 유다이,110771
1950,바디,오니라 람윌라이,110146
1951,바디,크리티라 인폰위지트,110146
1952,바디,아락 아몬수파시리,110146
1953,베이블레이드 버스트 갓 : 갓 발키리의 탄생,한신,109358
1954,베이블레이드 버스트 갓 : 갓 발키리의 탄생,김보영,109358
1955,피터와 드래곤,웨스 벤틀리,109137
1956,피터와 드래곤,오크스 페글리,109137
1957,마지막 4중주,크리스토퍼 월켄,108980
1958,더 콘서트,알렉세이 구스코프,108570
1959,더 콘서트,드미트리 나자로브,108570
1960,걸프렌즈,허이재,108396
1961,엽문,슝다이린,108277
1962,엽문,임달화,108277
1963,람보 4 : 라스트 블러드,줄리 벤즈,107929
1964,캣츠 앤 독스 2,크리스 오도넬,107921
1965,캣츠 앤 독스 2,베트 미들러,107921
1966,더 기버: 기억전달자,테일러 스위프트,107567
1967,프로포즈 데이,매튜 굿,107337
1968,인사이드 르윈,캐리 멀리건,106729
1969,인사이드 르윈,오스카 아이삭,106729
1970,바람이 분다,안노 히데아키,106546
1971,바람이 분다,타키모토 미오리,106546
1972,프리덤,윌리엄 새들러,106483
1973,프리덤,쿠바 구딩 주니어,106483
1974,프리덤,베르나르드 포처,106483
1975,더 시그널,로렌스 피쉬번,106081
1976,워터호스,벤 채플린,105918
1977,니드 포 스피드,이모겐 푸츠,105340
1978,니드 포 스피드,아론 폴,105340
1979,오페라의 유령 : 25주년 특별 공연,시에라 보게스,105298
1980,오페라의 유령 : 25주년 특별 공연,라민 카림루,105298
1981,5백만불의 사나이,박진영,104736
1982,허밍,이천희,104296
1983,허밍,한지혜,104296
1984,공주와 개구리,키스 데이빗,104274
1985,공주와 개구리,애니카 노니 로즈,104274
1986,공주와 개구리,브루노 캄포스,104274
1987,바람,릴리안 기쉬,103628
1988,바람,권재현,103628
1989,라스트 엑소시즘,아이리스 바,103545
1990,라스트 엑소시즘,애슐리 벨,103545
1991,라스트 엑소시즘,패트릭 파비언,103545
1992,더 테이블,정은채,103054
1993,박스트롤,토니 콜렛,102682
1994,블러드,코유키,102372
1995,워 호스,시온 다니엘 영,102195
1996,워 호스,제레미 어바인,102195
1997,꿈은 이루어진다,강성진,101698
1998,꿈은 이루어진다,최지현,101698
1999,꿈은 이루어진다,이성재,101698
2000,바닷마을 다이어리,카호,101612
2001,바닷마을 다이어리,아야세 하루카,101612
2002,러브레터,나까야마 미호,101049
2003,러브레터,사카이 미키,101049
2004,극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,시손 쥰,100151
2005,극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,세키네 츠토무,100151
2006,아치와 씨팍,최준영,100090
2007,하이큐!! 끝과 시작,히노 사토시,99803
2008,슈퍼 빼꼼: 스파이 대작전,최낙윤,99693
2009,슈퍼 빼꼼: 스파이 대작전,최정현,99693
2010,두 번째 사랑,파미가 베라,99430
2011,코러스,제라르 쥐노,99318
2012,맥베스,에드가 바리에,98516
2013,맥베스,윌리엄 앨런드,98516
2014,빌리와 용감한 녀석들 3,조현정,98495
2015,꽃미남 연쇄 테러 사건,권병길,98284
2016,꽃미남 연쇄 테러 사건,김기범,98284
2017,김광석,김광석,98231
2018,김광석,신종민,98231
2019,이웃집에 신이 산다,까뜨린느 드뇌브,98085
2020,이웃집에 신이 산다,욜랭드 모로,98085
2021,무서운 이야기 3 : 화성에서 온 소녀,경수진,97804
2022,소명,심순주,97529
2023,소명,강명관,97529
2024,가필드-마법의 샘물,그렉 버거,97145
2025,가필드-마법의 샘물,프랭크 웰커,97145
2026,가필드-마법의 샘물,그렉 이글스,97145
2027,기생령,효민,96992
2028,대병소장,왕리홍,96868
2029,"나, 다니엘 블레이크",데이브 존스,96712
2030,시간을 달리는 소녀,이시다 타쿠야,95820
2031,시간을 달리는 소녀,나카 리이사,95820
2032,시간을 달리는 소녀,나카오 아키요시,95820
2033,걷기왕,박주희,95542
2034,걷기왕,김새벽,95542
2035,소년은 울지 않는다,송창의,95476
2036,소년은 울지 않는다,이완,95476
2037,소년은 울지 않는다,박그리나,95476
2038,하치 이야기,사라 로머,95144
2039,천국의 우편배달부,영웅재중,95060
2040,천국의 우편배달부,조선욱,95060
2041,인비저블 게스트,호세 코로나도,94877
2042,인비저블 게스트,안나 와게너,94877
2043,인비저블 게스트,마리오 카사스,94877
2044,나탈리,박현진,94875
2045,나탈리,김지훈,94875
2046,일사각오,서광재,94825
2047,일사각오,설지윤,94825
2048,일사각오,이지형,94825
2049,초한지 - 천하대전,유역비,94652
2050,초한지 - 천하대전,풍소봉,94652
2051,나의 산티아고,데비드 스트리에소브,94243
2052,나의 산티아고,카타리나 탈바흐,94243
2053,나의 산티아고,마르티나 게덱,94243
2054,본 투 비 블루,카르멘 에조고,94091
2055,텍사스 전기톱 연쇄살인사건 : 0,테일러 핸들리,94050
2056,텍사스 전기톱 연쇄살인사건 : 0,조다나 브루스터,94050
2057,S러버,마가리타 레비에바,93508
2058,S러버,앤 헤이시,93508
2059,그 남자의 책 198쪽,이동욱,93445
2060,그 남자의 책 198쪽,김현주,93445
2061,프리스트,폴 베타니,93336
2062,태풍이 지나가고,마키 요코,93215
2063,태풍이 지나가고,키키 키린,93215
2064,태풍이 지나가고,아베 히로시,93215
2065,용의자 X의 헌신,츠츠미 신이치,93080
2066,하나와 앨리스,스즈키 안,92889
2067,하나와 앨리스,아오이 유우,92889
2068,오베라는 남자,롤프 라스가드,92792
2069,오베라는 남자,바하르 파르스,92792
2070,오베라는 남자,필립 버그,92792
2071,써티 데이즈 오브 나이트,멜리사 조지,92687
2072,샤크 나이트 3D,캐서린 맥피,92505
2073,샤크 나이트 3D,더스틴 밀리건,92505
2074,철가방 우수氏,기주봉,92404
2075,철가방 우수氏,최수종,92404
2076,철가방 우수氏,이수나,92404
2077,모터사이클 다이어리,로드리고 드 라 세르나,91382
2078,모터사이클 다이어리,미아 마에스트로,91382
2079,포커스,로드리고 산토로,91164
2080,노 게임 노 라이프 -제로-,카야노 아이,90643
2081,패솔로지,마일로 벤티밀리아,90612
2082,패솔로지,마이클 웨스톤,90612
2083,써니 감독판,고수희,90576
2084,써니 감독판,김선경,90576
2085,둠스데이:지구 최후의 날,알렉산더 시디그,90165
2086,둠스데이:지구 최후의 날,로나 미트라,90165
2087,슈퍼 프렌즈,박조호,89615
2088,슈퍼 프렌즈,김지혜,89615
2089,슈퍼 프렌즈,변현우,89615
2090,몬스터 콜,루이스 맥더겔,89560
2091,완벽한 파트너,김혜선,89526
2092,완벽한 파트너,김산호,89526
2093,완벽한 파트너,아이카와 유이,89526
2094,완벽한 파트너,나카타 히로미,89526
2095,페이스 블라인드,줄리안 맥마흔,88977
2096,갤로우즈,캐시디 지포드,88777
2097,갤로우즈,파이퍼 브라운,88777
2098,갤로우즈,리즈 미슬러,88777
2099,살인자,안도규,88199
2100,더 재킷,에드리언 브로디,87837
2101,룸,케네스 웨인 브래들리,87673
2102,룸,제이콥 트렘블레이,87673
2103,허큘리스,존 허트,86553
2104,레전드 오브 래빗,박지훈,85245
2105,꿀벌 하치의 대모험,사이토 아야카,84819
2106,옥보단 3D,하화초,84798
2107,디 아이,알렉산드로 니볼라,84362
2108,디 아이,파커 포시,84362
2109,짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,오세홍,84306
2110,극장판 썬더일레븐GO : 궁극의 우정 그리폰,전숙경,84255
2111,극장판 썬더일레븐GO : 궁극의 우정 그리폰,배정미,84255
2112,와일드,가비 호프만,83761
2113,와일드,로라 던,83761
2114,어린 왕자,탁재훈,83354
2115,어린 왕자,강수한,83354
2116,다이노X 탐험대,정준하,83319
2117,지랄발광 17세,카이라 세드윅,83258
2118,뷰티풀 크리처스,비올라 데이비스,82995
2119,뷰티풀 크리처스,앨리스 앤글레르트,82995
2120,더 이퀄라이저,마튼 초카스,82779
2121,왼편 마지막 집,토니 골드윈,82546
2122,왼편 마지막 집,모니카 포터,82546
2123,타임 패러독스,사라 스누크,82246
2124,타임 패러독스,노아 테일러,82246
2125,라르고 윈치,크리스틴 스콧 토마스,81393
2126,라르고 윈치,토머 시슬리,81393
2127,아따맘마 - 극장판,오리카사 후미코,81352
2128,아따맘마 - 극장판,오가타 켄이치,81352
2129,최악의 하루,이와세 료,81215
2130,꼬마참새 리차드: 아프리카 원정대,변영희,81136
2131,꼬마참새 리차드: 아프리카 원정대,구민선,81136
2132,원 챈스,제임스 코든,81025
2133,원 챈스,알렉산드라 로치,81025
2134,원 챈스,콤 미니,81025
2135,터널 3D,연우진,81008
2136,터널 3D,송재림,81008
2137,아무르,엠마누엘 리바,80937
2138,아무르,이자벨 위페르,80937
2139,페이스 오브 러브,아네트 베닝,80699
2140,너와 100번째 사랑,사카구치 켄타로,80614
2141,너와 100번째 사랑,미와,80614
2142,너와 100번째 사랑,류세이 료,80614
2143,토토의 움직이는 숲,마르쿠스 리가드,79654
2144,화이트 칙스,숀 웨이언스,79186
2145,화이트 칙스,마론 웨이언스,79186
2146,분신사바 2,신지뢰,79017
2147,분신사바 2,장정정,79017
2148,아더 우먼,케이트 업튼,78978
2149,청원,아이쉬와라 라이,78766
2150,청원,리틱 로산,78766
2151,리스본행 야간열차,멜라니 로랑,78611
2152,펭귄 - 위대한 모험(다큐),샤를스 베르링,78479
2153,오즈: 신기한 마법가루,송하림,78440
2154,미쓰 루시힐,해리 코닉 주니어,78282
2155,러덜리스,안톤 옐친,78173
2156,메디엄,버지니아 매드슨,77848
2157,쓰리 썸머 나잇,손호준,77621
2158,알이씨(Rec),마누엘라 벨라스코,77533
2159,엽기적인 그녀 2,빅토리아,77124
2160,엽기적인 그녀 2,후지이 미나,77124
2161,100 피트,에드 웨스트윅,76985
2162,100 피트,바비 카나베일,76985
2163,에반게리온 : 서(序),하야시바라 메구미,76397
2164,에반게리온 : 서(序),미츠이시 코토노,76397
2165,에반게리온 : 서(序),야마구치 유리코,76397
2166,노다메 칸타빌레 Vol.1,우에노 주리,75847
2167,노다메 칸타빌레 Vol.1,타마키 히로시,75847
2168,참을 수 없는,김흥수,75740
2169,참을 수 없는,정찬,75740
2170,피치 퍼펙트: 언프리티 걸즈,레벨 윌슨,75598
2171,쿰바: 반쪽무늬 얼룩말의 대모험,캐서린 테이트,75370
2172,쿰바: 반쪽무늬 얼룩말의 대모험,제이크 T. 오스틴,75370
2173,회초리,전소영,74765
2174,외톨이,고은아,74615
2175,외톨이,채민서,74615
2176,피라냐 3DD,데이빗 핫셀호프,74586
2177,나의 로맨틱 가이드,니아 발다로스,74542
2178,나의 로맨틱 가이드,리차드 드레이퍼스,74542
2179,내 친구의 사생활,맥 라이언,74416
2180,극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,우에다 유지,74346
2181,블룸 형제 사기단,마크 버팔로,74339
2182,쿵후팬더: 영웅의 탄생,임자총,74250
2183,오싱,한은진,74108
2184,오싱,키시모토 가요코,74108
2185,오싱,하마다 코코네,74108
2186,오싱,우에토 아야,74108
2187,오싱,임혁,74108
2188,우리도 사랑일까,루크 커비,73981
2189,파워레인져스: 더 비기닝,RJ 사일러,73875
2190,파워레인져스: 더 비기닝,나오미 스콧,73875
2191,파워레인져스: 더 비기닝,데이커 몽고메리,73875
2192,바다 탐험대 옥토넛 시즌4: 더 파이널,정재헌,73797
2193,바다 탐험대 옥토넛 시즌4: 더 파이널,하성용,73797
2194,두 개의 문,이종걸,73786
2195,두 개의 문,정태현,73786
2196,로맨틱 헤븐,김지원,73729
2197,위자,더글라스 스미스,73716
2198,위자,올리비아 쿡,73716
2199,너를 잊지 않을 거야,하라 히데코,73582
2200,너를 잊지 않을 거야,오나가 마키,73582
2201,"조제, 호랑이 그리고 물고기들",이케와키 치즈루,73396
2202,"조제, 호랑이 그리고 물고기들",츠마부키 사토시,73396
2203,드림업,앨리슨 미칼카,73309
2204,프란시스 하,믹키 섬너,72849
2205,프란시스 하,그레타 거윅,72849
2206,프란시스 하,그레이스 검머,72849
2207,센츄리온,도미닉 웨스트,72669
2208,왕후 심청,탁원제,72608
2209,왕후 심청,최문자,72608
2210,집결호,장한위,72351
2211,언더월드: 블러드 워,찰스 댄스,72071
2212,정글히어로,조성목,72047
2213,정글히어로,김기철,72047
2214,트랩,클레어 데인즈,71979
2215,하이힐을 신고 달리는 여자,그렉 키니어,71725
2216,빈집,권혁호,71566
2217,미스 페티그루의 어느 특별한 하루,프란시스 맥도먼드,71559
2218,선생님의 일기,레일라 분야삭,71480
2219,투 마더스,자비에르 사무엘,71351
2220,달라스 바이어스 클럽,제니퍼 가너,70801
2221,세상에서 고양이가 사라진다면,오쿠다 에이지,70424
2222,세상에서 고양이가 사라진다면,사토 타케루,70424
2223,극장판 도라에몽: 신 진구의 버스 오브 재팬,김정아,70350
2224,극장판 도라에몽: 신 진구의 버스 오브 재팬,채민지,70350
2225,썸머 솔스티스,엘리자베스 하노이스,70098
2226,썸머 솔스티스,숀 애쉬모어,70098
2227,인보카머스,올리비아 문,69786
2228,언어의 정원,하나자와 카나,69664
2229,언어의 정원,히라노 후미,69664
2230,번개맨,루나,69363
2231,번개맨,정현진,69363
2232,우리 선희,김상중,69122
2233,그을린 사랑,루브나 아자발,68763
2234,피노키오: 당나귀 섬의 비밀,조 권,68721
2235,피노키오: 당나귀 섬의 비밀,장광,68721
2236,닥터,최형,68312
2237,닥터,배소은,68312
2238,닥터,김창완,68312
2239,브라더스,코니 닐슨,68291
2240,브라더스,율리히 톰센,68291
2241,주노,마이클 세라,67968
2242,당신이 잠든 사이에,예지원,67659
2243,4교시 추리영역,고길주,67602
2244,아이엠스타 뮤직어워드,김새해,67027
2245,아이엠스타 뮤직어워드,김영은,67027
2246,라스트 스탠드,조니 녹스빌,66790
2247,에반게리온: 파,미야무라 유코,66788
2248,에반게리온: 파,오가타 메구미,66788
2249,더 바디,오라 가리도,66733
2250,"사랑한다, 사랑하지 않는다",유진영,66680
2251,데몰리션,유다 르위스,66549
2252,천녀유혼,왕조현,66318
2253,천녀유혼,장국영,66318
2254,레터스 투 갓,태너 맥과이어,66250
2255,레터스 투 갓,제프리 존슨,66250
2256,다크 플레이스,제니퍼 피어스 매서스,66127
2257,주문진,황보라,66098
2258,주문진,민준호,66098
2259,블리츠,패디 콘시딘,65629
2260,골든 슬럼버,사카이 마사토,65167
2261,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,안용욱,64642
2262,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,이경태,64642
2263,돌이킬 수 없는,키아라 마스트로얀니,64371
2264,돌이킬 수 없는,천보근,64371
2265,돌이킬 수 없는,뱅상 랭동,64371
2266,여대생 기숙사,레아 파이피스,64345
2267,여대생 기숙사,제이미 정,64345
2268,보루토 - 나루토 더 무비,키쿠치 코코로,64267
2269,보루토 - 나루토 더 무비,산페이 유코,64267
2270,히트맨: 에이전트 47,루퍼트 프렌드,64157
2271,히트맨: 에이전트 47,한나 웨어,64157
2272,기생수 파트2,아베 사다오,63560
2273,위대한 탄생,케이샤 캐슬-휴즈,63332
2274,극장판 쿠로코의 농구 라스트 게임,오노 켄쇼,63311
2275,뷰티풀 투모로우,정재일,63279
2276,뷰티풀 투모로우,에드가 킨테로,63279
2277,뷰티풀 투모로우,박효신,63279
2278,거미숲,김영재,63278
2279,엘라의 모험 2: 백설공주 길들이기,김옥경,62841
2280,엘라의 모험 2: 백설공주 길들이기,김현심,62841
2281,리틀 프린세스 소피아 : 신비한 섬,서지연,62454
2282,리틀 프린세스 소피아 : 신비한 섬,김미랑,62454
2283,더 크리스마스,지나 로드리게즈,62082
2284,더 크리스마스,스티븐 연,62082
2285,톨스토이의 마지막 인생,크리스토퍼 플러머,61902
2286,아더와 미니모이 3: 두 세계의 전쟁,페니 밸포어,61550
2287,주온: 더 파이널,키리야마 렌,61130
2288,주온: 더 파이널,타이라 아이리,61130
2289,결정적 한방,김정훈,60944
2290,결정적 한방,유동근,60944
2291,디센트: Part 2,크리스틴 커밍스,60801
2292,디센트: Part 2,슈어나 맥도널드,60801
2293,내 여자친구의 결혼식,마야 루돌프,60788
2294,마더 데레사,올리비아 핫세,60460
2295,마더 데레사,세바스찬 좀마,60460
2296,극장판 유희왕 : 시공을 초월한 우정,카자마 ㅤㅅㅠㄴ스케,60371
2297,두 남자,최민호,60365
2298,두 남자,김기현,60365
2299,님포매니악 볼륨1,샤를로뜨 갱스부르,60311
2300,님포매니악 볼륨1,스테이시 마틴,60311
2301,행오버 2,켄 정,60048
2302,더 퍼지 : 거리의 반란,프랭크 그릴로,59881
2303,더 퍼지 : 거리의 반란,자크 길포드,59881
2304,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,이노우에 마사히로,59611
2305,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,오자와 료타,59611
2306,다이애나,나빈 앤드류스,59243
2307,다이애나,더글라스 홋지,59243
2308,언더 더 쎄임 문,아드리안 알론소,58972
2309,언더 더 쎄임 문,유지니오 델베즈,58972
2310,언더 더 쎄임 문,케이트 델 카스틸로,58972
2311,엽문2,황효명,58928
2312,엽문2,홍금보,58928
2313,더 레슬러,에반 레이첼 우드,58677
2314,더 레슬러,마리사 토메이,58677
2315,순종,김은혜,58644
2316,마미,안토니-올리버 피론,58458
2317,마미,앤 도벌,58458
2318,마미,수잔 클레망,58458
2319,불의 전차,나이젤 하버스,58197
2320,불의 전차,니콜라스 파렐,58197
2321,불의 전차,벤 크로스,58197
2322,죽은 시인의 사회,로버트 숀 레오나드,58156
2323,웃는 남자,크리스타 테렛,57838
2324,웃는 남자,메리 필빈,57838
2325,웃는 남자,콘라드 바이트,57838
2326,웃는 남자,마크 앙드레 그롱당,57838
2327,달빛 길어올리기,강수연,57261
2328,밤의 해변에서 혼자,서영화,57056
2329,더 보이,로렌 코핸,56959
2330,더 보이,루퍼트 에반스,56959
2331,극장판 프랭키와 친구들: 생명의 나무,이소은,56860
2332,극장판 프랭키와 친구들: 생명의 나무,박정오,56860
2333,베스트 엑조틱 메리골드 호텔,톰 윌킨슨,56584
2334,그물,김영민,56553
2335,돌아온 파워레인저 미라클포스,오노 켄토,56454
2336,돌아온 파워레인저 미라클포스,사토 리카,56454
2337,드레스메이커,주디 데이비스,56316
2338,빅뱅 메이드,태양,56200
2339,빅뱅 메이드,G-드래곤,56200
2340,고녀석 맛나겠다2 : 함께라서 행복해,시영준,56105
2341,고녀석 맛나겠다2 : 함께라서 행복해,안장혁,56105
2342,래빗 스쿨,황창영,55784
2343,래빗 스쿨,민아,55784
2344,오다기리 죠의 도쿄타워,마츠 다카코,55746
2345,맨체스터 바이 더 씨,케이시 애플렉,55658
2346,스윙걸즈,간지야 시호리,55648
2347,위시 어폰,조이 킹,55586
2348,위시 어폰,이기홍,55586
2349,더 라이트: 악마는 있다,토비 존스,55561
2350,백설공주 : 사라진 아빠를 찾아서,이제인,55425
2351,잡아야 산다,한상혁,55011
2352,킬러들의 도시,브렌단 글리슨,54999
2353,파라노말 액티비티: 더 고스트 디멘션,브릿 쇼,54972
2354,파라노말 액티비티: 더 고스트 디멘션,아이비 조지,54972
2355,파라노말 액티비티: 더 고스트 디멘션,크리스 J. 머레이,54972
2356,5일의 마중,진도명,54960
2357,헤이와이어,지나 카라노,54874
2358,내 눈에 콩깍지,이지아,54514
2359,내 눈에 콩깍지,신현탁,54514
2360,파라노말 액티비티4,캐서린 뉴튼,54461
2361,살인소설,제임스 랜슨,54239
2362,살인소설,빈센트 도노프리오,54239
2363,대지진,쉬판,54198
2364,대지진,장국강,54198
2365,대지진,왕자문,54198
2366,매혹당한 사람들,앵거리 라이스,54041
2367,블러디 선데이,팀 피곳 스미스,53838
2368,블러디 선데이,제임스 네스빗,53838
2369,블랙 가스펠,정준,53217
2370,블랙 가스펠,김유미,53217
2371,"가장 따뜻한 색, 블루",살림 케치우셰,52880
2372,"가장 따뜻한 색, 블루",아델 에그자르코풀로스,52880
2373,콘트라밴드,발레리 홉슨,52743
2374,더 비지트,디애너 듀나건,52197
2375,더 비지트,에드 옥슨볼드,52197
2376,더 비지트,피터 맥로비,52197
2377,포인트 블랭크,리 마빈,52110
2378,포인트 블랭크,질 를르슈,52110
2379,포인트 블랭크,로쉬디 젬,52110
2380,포인트 블랭크,앤지 디킨슨,52110
2381,인시디어스,바바라 허쉬,52092
2382,트리 오브 라이프,피오나 쇼,51866
2383,폭풍전야,정윤민,51760
2384,스카이포스 3D,아론 크렙스,51553
2385,스카이포스 3D,헤더 고든,51553
2386,쿵푸 덩크,채탁연,51422
2387,사랑은 언제나 진행중,저스틴 바사,51362
2388,두 번의 결혼식과 한 번의 장례식,송용진,51118
2389,두 번의 결혼식과 한 번의 장례식,김동윤,51118
2390,더 킥,나태주,51024
2391,더 씽,에릭 크리스찬 올슨,50839
2392,도쿄타워,한다 켄토,50835
2393,도쿄타워,테라지마 시노부,50835
2394,윈드 리버,존 번탈,50813
2395,어메이징 그레이스,로몰라 가레이,50745
2396,어메이징 그레이스,마이클 갬본,50745
2397,킬 미,장문석,50730
2398,서울이 보이냐,이창훈,50699
2399,서울이 보이냐,오수아,50699
2400,포레스트: 죽음의 숲,나탈리 도메르,50631
2401,포레스트: 죽음의 숲,테일러 키니,50631
2402,포레스트: 죽음의 숲,이오인 맥큰,50631
2403,타인의 삶,울리히 뮤흐,50607
2404,더 테너 리리코 스핀토,이세야 유스케,50514
2405,"제자, 옥한흠",옥한흠,50392
2406,다이빙벨,이종인,50308
2407,"뉴욕에서 온 남자, 파리에서 온 여자",아담 골드버그,50289
2408,비밀,패트릭 브루엘,50196
2409,언더더씨,김연우,49958
2410,마음이 외치고 싶어해,이시이 안나,49832
2411,마음이 외치고 싶어해,미나세 이노리,49832
2412,마음이 외치고 싶어해,나카지마 켄토,49832
2413,마음이 외치고 싶어해,요시네 쿄코,49832
2414,어네스트와 셀레스틴,안느-마리 루프,49703
2415,어네스트와 셀레스틴,램버트 윌슨,49703
2416,에곤 쉴레: 욕망이 그린 그림,노아 자베드라,49388
2417,에곤 쉴레: 욕망이 그린 그림,마레지 리크너,49388
2418,우리들,최수인,49304
2419,우리들,이서연,49304
2420,우리들,설혜인,49304
2421,인 어 베러 월드,미카엘 페르스브란트,49109
2422,인 어 베러 월드,트린 다이럼,49109
2423,미스 사이공 : 25주년 특별 공연,홍광호,48931
2424,미스 사이공 : 25주년 특별 공연,에바 노블자다,48931
2425,미스 사이공 : 25주년 특별 공연,알리스태어 브래머,48931
2426,스트레이트 아웃 오브 컴턴,제이슨 미첼,48844
2427,스트레이트 아웃 오브 컴턴,오셔 잭슨 주니어,48844
2428,스트레이트 아웃 오브 컴턴,코리 호킨스,48844
2429,송 원,자니 플린,48396
2430,미스 슬로운,알리슨 필,48051
2431,베스트 오퍼,실비아 획스,48033
2432,목숨 건 연애,진백림,48010
2433,스탠리의 도시락,파토르 A. 굽트,47856
2434,잘못된 만남,성지루,47555
2435,잘못된 만남,최종원,47555
2436,안나와 알렉스 : 두자매 이야기,아리엘 케벨,47336
2437,엽문3: 최후의 대결,마이크 타이슨,47108
2438,뜨거운 안녕,이홍기,47105
2439,적인걸2 : 신도해왕의 비밀,조우정,47060
2440,적인걸2 : 신도해왕의 비밀,안젤라 베이비,47060
2441,케빈에 대하여,이즈라 밀러,47009
2442,무드 인디고,로맹 뒤리스,46998
2443,무드 인디고,게드 엘마레,46998
2444,호두까기인형 3D,존 터투로,46815
2445,호두까기인형 3D,네이단 레인,46815
2446,갤럭시 히어로즈: 라쳇 앤 클랭크,벨라 손,46793
2447,족구왕,강봉성,46735
2448,족구왕,황승언,46735
2449,스크림 4G,니브 캠벨,46723
2450,스크림 4G,데이빗 아퀘트,46723
2451,심야식당 2,오다기리 죠,46700
2452,냉정과 열정사이,다케노우치 유타카,46599
2453,"그 시절, 우리가 좋아했던 소녀",가진동,46458
2454,"그 시절, 우리가 좋아했던 소녀",진연희,46458
2455,"그 시절, 우리가 좋아했던 소녀",언승우,46458
2456,작은 연못,조혜진,46428
2457,작은 연못,김민재,46428
2458,하드코어 헨리,해일리 베넷,46373
2459,에코,아멜리아 워너,46183
2460,에코,케빈 두런드,46183
2461,에코,피터 스토메어,46183
2462,에코,제시 브래포드,46183
2463,에코,테오 할름,46183
2464,에코,킴 보드니아,46183
2465,에코,아스트로,46183
2466,에코,리스 하트위그,46183
2467,슈퍼윙스 3D,힐러리 더프,46124
2468,아프리카 마법여행,레오노르 와틀링,46031
2469,유레루,카가와 테루유키,46027
2470,스마트 피플,애쉬튼 홈즈,45810
2471,설계,오인혜,45726
2472,설계,신은경,45726
